종류,품종,시도,시군구,발생장소,구조일자
개,치와와,대전광역시,유성구,진잠로78번길 커피데이 인근,2017-02-19
개,푸들,대전광역시,유성구,유성호텔 인근 천변,2017-02-20
개,말티즈,대전광역시,유성구,관평중학교 운동장,2017-02-20
개,푸들,대전광역시,유성구,어은동 한빛교회 인근,2017-02-20
개,요크셔테리어,대전광역시,유성구,수통골 입구,2017-02-20
고양이,페르시안,대전광역시,유성구,유성컨벤션 인근,2017-02-21
개,프렌치불독,대전광역시,유성구,구즉도서관 인근 버스정류장,2017-02-21
개,프렌치불독,대전광역시,유성구,구즉도서관 인근 버스정류장,2017-02-21
기타,금계,대전광역시,서구,변동 새한@ 인근,2017-02-21
개,진도,대전광역시,서구,갈마동 국민체육관 인근 야산,2017-02-22
개,진도,대전광역시,서구,갈마동 국민체육관 인근 야산,2017-02-22
고양이,코리안숏헤어,대전광역시,서구,아프리카동물병원 인근 로상,2017-02-22
고양이,코리안숏헤어,대전광역시,유성구,신성동 122-6 인근,2017-02-21
개,믹스,대전광역시,유성구,유성온천역 인근,2017-02-22
개,퍼그,대전광역시,유성구,반석마을@ 808 인근,2017-02-22
개,진도,대전광역시,대덕구,덕암동 10-6번지 주변,2017-02-22
개,코카스파니엘,대전광역시,동구,가오우체국 주변,2017-02-21
개,믹스,대전광역시,동구,대동 하나로동물병원 주변,2017-02-22
개,요크셔테리어,대전광역시,유성구,유성지구대 인근,2017-02-22
고양이,코리안숏헤어,대전광역시,대덕구,대덕대로 1605번길 32 대신주택 주변,2017-02-23
개,진도,대전광역시,중구,대흥동 우리들공원 주차장 주변,2017-02-23
개,슈나우져,대전광역시,동구,가양동 298-20번지 주변,2017-02-23
개,말티즈,대전광역시,동구,삼성네거리 주변,2017-02-23
개,진도,대전광역시,대덕구,목상동 덕암야구장 주변,2017-02-24
개,시츄,대전광역시,대덕구,송촌동 선비마을@ 5단지 주변,2017-02-24
개,푸들,대전광역시,동구,가오동 가오주유소 주변,2017-02-24
개,시츄,대전광역시,동구,판암동 판암지구대 주변,2017-02-24
개,말티즈,대전광역시,대덕구,오정동 LA동물병원 주변,2017-02-26
고양이,페르시안,대전광역시,중구,사정동 388-4번지 주변,2017-02-26
개,믹스,대전광역시,서구,월평주공 301 인근,2017-02-23
개,포메라이언 믹스,대전광역시,서구,복수초등학교 인근,2017-02-23
개,슈나우져,대전광역시,서구,남선공원 인근,2017-02-23
개,포메라이언,대전광역시,서구,가장네거리 인근,2017-02-24
개,셔틀랜드쉽독,대전광역시,서구,향우자동차학원 인근,2017-02-24
개,치와와,대전광역시,서구,복수동 초록마을@ 2단지 인근,2017-02-24
개,치와와,대전광역시,서구,탄방동 세등선원 인근,2017-02-25
개,말티즈,대전광역시,서구,괴정동 공주칼국수 인근,2017-02-25
개,치와와,대전광역시,유성구,교촌동 제이파크@ 내,2017-02-23
개,치와와,대전광역시,유성구,교촌동 제이파크@ 내,2017-02-23
개,말티즈,대전광역시,유성구,원촌정수장 인근,2017-02-23
개,믹스,대전광역시,유성구,꿈에그린 1단지 내,2017-02-24
개,포메라이언,대전광역시,유성구,외삼동 버스정류장 인근,2017-02-24
개,믹스,대전광역시,유성구,구암동 617-1번지 인근,2017-02-25
개,믹스,대전광역시,대덕구,비래동 52-10번지 주변,2017-02-27
고양이,앙고라,대전광역시,중구,태평동 태평@ 107동 주변,2017-02-26
개,믹스,대전광역시,중구,문화주공@ 2단지 주변,2017-02-27
개,말티즈,대전광역시,대덕구,중리동 서가네뒷고기집 주변,2017-02-28
개,푸들,대전광역시,동구,가양비래공원 터널 입구 주변,2017-02-27
개,스피츠,대전광역시,동구,가양비래공원 터널 입구 주변,2017-02-27
개,믹스,대전광역시,동구,가양비래공원 터널 입구 주변,2017-02-27
개,믹스,대전광역시,동구,가양비래공원 터널 입구 주변,2017-02-27
개,포메라이언,대전광역시,동구,대전대학교 입구 주변,2017-02-27
개,믹스,대전광역시,동구,삼성타운@ 202동 주변,2017-02-28
개,치와와,대전광역시,서구,가장동 42-5 인근,2017-02-26
개,미니핀,대전광역시,서구,대전대 둔산한방병원 인근,2017-02-26
개,푸들,대전광역시,서구,용문동 239-36 인근,2017-02-26
개,말티즈,대전광역시,서구,괴정동 공영주차장 인근,2017-02-27
개,푸들,대전광역시,서구,갈마동 266-75 인근,2017-02-27
개,스피츠,대전광역시,서구,갈마도서관 인근,2017-02-27
개,스피츠,대전광역시,서구,도산서원 인근,2017-02-27
개,말티즈,대전광역시,서구,갈마1동주민센터 인근,2017-02-28
개,미니핀,대전광역시,서구,용문동 한마음@ 인근 로상,2017-02-28
고양이,러시안블루,대전광역시,서구,가수원동 765-8 인근,2017-02-28
고양이,코리안숏헤어,대전광역시,서구,월평동 963 내,2017-02-28
고양이,코리안숏헤어,대전광역시,서구,월평동 963 내,2017-02-28
개,포메라이언,대전광역시,유성구,방동적수지 인근,2017-02-26
개,포메라이언,대전광역시,유성구,방동저수지 인근,2017-02-26
개,말티즈,대전광역시,유성구,전민치안센터 인근,2017-02-27
개,포메라이언,대전광역시,유성구,노은119 인근,2017-02-27
개,진도,대전광역시,유성구,봉산로16번길,2017-02-27
개,푸들,대전광역시,유성구,시민천문대 입구,2017-02-27
개,치와와,대전광역시,유성구,엑스포프라자 인근,2017-02-28
개,말티즈,대전광역시,유성구,계산동 리슈빌@ 인근,2017-02-28
개,믹스,대전광역시,중구,문화동 홍익빌라 주변,2017-03-01
개,진도,대전광역시,중구,용두동 서대전지구대 주변,2017-03-01
개,시츄,대전광역시,중구,용두동 삼화모터스 주변,2017-03-01
개,진도,대전광역시,중구,문화동 한국인력공단 주변,2017-03-02
개,차우차우,대전광역시,중구,태평동 태평교 주변,2017-03-03
개,푸들,대전광역시,대덕구,송촌동 덕성맨션 주변,2017-03-01
개,진도,대전광역시,대덕구,회덕로 33번길 77 주변,2017-03-02
개,진도,대전광역시,대덕구,석봉동 한밭아파트 주변,2017-03-02
개,닥스훈트,대전광역시,동구,소제동 소제교 주변,2017-03-02
개,믹스,대전광역시,중구,사정동 공원맨션 주변,2017-03-03
개,말티즈,대전광역시,중구,태평동 버드내@ 주변,2017-03-02
개,믹스,대전광역시,동구,가양동 176-16번지 주변,2017-03-03
개,말티즈,대전광역시,중구,유천동 유천시장 주변,2017-03-05
고양이,코리안숏헤어,대전광역시,동구,삼성동 347-4번지 주변,2017-03-04
개,말티즈,대전광역시,동구,용전동 용전지구대 주변,2017-03-04
개,믹스,대전광역시,동구,용전동 복합터미널 주변,2017-03-05
개,그레이하운드,대전광역시,동구,신촌동 415-2번지 주변,2017-03-05
기타,토끼,대전광역시,유성구,원촌삼거리 인근,2017-03-01
고양이,코리안숏헤어,대전광역시,유성구,궁동 448-5번지 인근,2017-03-01
고양이,코리안숏헤어,대전광역시,유성구,송림마을 603 인근,2017-03-01
고양이,코리안숏헤어,대전광역시,유성구,궁동 448-5번지 인근,2017-03-01
고양이,코리안숏헤어,대전광역시,서구,괴정동 주민센터 인근,2017-03-01
개,푸들,대전광역시,서구,느리울@ 11단지 내,2017-03-01
개,리트리버,대전광역시,서구,괴정로 87 인근,2017-03-01
개,믹스,대전광역시,서구,대신고교 인근,2017-03-01
고양이,코리안숏헤어,대전광역시,서구,래미안@ 지하,2017-03-02
고양이,코리안숏헤어,대전광역시,서구,래미안@ 지하,2017-03-02
고양이,코리안숏헤어,대전광역시,서구,래미안@ 지하,2017-03-02
고양이,코리안숏헤어,대전광역시,서구,래미안@ 지하,2017-03-02
고양이,코리안숏헤어,대전광역시,서구,래미안@ 지하,2017-03-02
개,진도,대전광역시,서구,문정중학교 운동장,2017-03-03
개,말티즈,대전광역시,서구,관저동 마치광장 내,2017-03-03
고양이,코리안숏헤어,대전광역시,서구,서부소방서 인근,2017-03-03
고양이,코리안숏헤어,대전광역시,서구,가장로 132 인근,2017-03-04
개,진도,대전광역시,서구,둔원중학교 내,2017-03-05
개,진도,대전광역시,서구,경성큰마을아파트 내,2017-03-05
개,진도,대전광역시,서구,보라매공원 내,2017-03-06
개,진도,대전광역시,중구,문창동 22-17번지 주변,2017-03-05
고양이,페르시안,대전광역시,중구,대흥동 공영주차장 주변,2017-03-06
개,보스턴테리어,대전광역시,동구,자양동 자양치안센터 주변,2017-03-05
개,진도,대전광역시,유성구,산장산 정상,2017-03-05
고양이,코리안숏헤어,대전광역시,유성구,궁동 448-5번지 인근,2017-03-06
개,포메라이언,대전광역시,유성구,궁동 미니스탑 인근,2017-03-06
개,말라뮤트,대전광역시,유성구,화암동 카이스트기숙사 내,2017-03-07
개,진도,대전광역시,중구,중촌동 406-16번지 주변,2017-03-06
개,믹스,대전광역시,중구,산성동 보성초등학교 주변,2017-03-07
개,믹스,대전광역시,대덕구,와동 250번지 주변,2017-03-06
개,포메라이언,대전광역시,대덕구,중리동 펫마트 주변,2017-03-06
고양이,아비시니안,대전광역시,대덕구,연축동 26-2번지 주변,2017-03-07
개,진도,대전광역시,대덕구,법동 삼익소월@ 주변,2017-03-05
개,믹스,대전광역시,중구,은행동 23-1번지 주변,2017-03-08
개,믹스,대전광역시,중구,은행동 23-1번지 주변,2017-03-08
개,요크셔테리어 믹스,대전광역시,동구,대별동 김윤동종합건설 주변,2017-03-06
개,푸들,대전광역시,동구,가양동 보건대 정문 주변,2017-03-08
개,킹찰스스파니엘,대전광역시,중구,수침교 주변,2017-03-08
개,믹스,대전광역시,동구,자양치안센터 주변,2017-03-07
개,진도 믹스,대전광역시,동구,삼성동 현암초등학교 주변,2017-03-07
개,포메라이언,대전광역시,동구,낭월동 오투그란데@ 주변,2017-03-08
개,믹스,대전광역시,동구,낭월동 보람빌 주변,2017-03-09
개,진도,대전광역시,대덕구,오정동 65-10 벽산주방 주변,2017-03-09
고양이,코리안숏헤어,대전광역시,서구,갈마동 동산@ 내,2017-03-08
고양이,코리안숏헤어,대전광역시,서구,내동 40-58 인근,2017-03-08
고양이,러시안블루,대전광역시,서구,둔산지구대 인근,2017-03-09
개,진도,대전광역시,서구,갈마동 큰마을@ 내,2017-03-09
개,스피츠,대전광역시,유성구,현충원역 인근,2017-03-07
개,믹스,대전광역시,유성구,도안 10블럭@ 인근,2017-03-07
개,푸들,대전광역시,유성구,문지동 네오시스코리아 정원,2017-03-08
개,믹스,대전광역시,유성구,도안대로 로상,2017-03-10
개,믹스,대전광역시,유성구,반석마을@ 1단지 인근,2017-03-09
개,스피츠,대전광역시,유성구,유성선병원 인근,2017-03-10
개,시츄,대전광역시,서구,농도원네거리 인근,2017-03-10
개,스피츠,대전광역시,유성구,구즉동사무소 인근,2017-03-08
개,말티즈,대전광역시,대덕구,법동 한마음@ 주변,2017-03-10
개,진도,대전광역시,동구,판암동 판암주공4단지 주변,2017-03-08
개,말티즈,대전광역시,동구,가양2동 가양동물병원 주변,2017-03-09
고양이,러시안블루,대전광역시,동구,삼성동 자이@ 주변,2017-03-10
개,말티즈,대전광역시,대덕구,비래동 공주칼국수 주변,2017-03-11
개,시츄,대전광역시,대덕구,중리동 중리지구대 주변,2017-03-11
개,동경견,대전광역시,대덕구,법동교회 주변,2017-03-11
개,믹스,대전광역시,동구,성남동 233-10번지 주변,2017-03-11
개,믹스,대전광역시,동구,성남동 233-10번지 주변,2017-03-11
개,믹스,대전광역시,동구,성남동 233-10번지 주변,2017-03-11
개,믹스,대전광역시,동구,성남동 233-10번지 주변,2017-03-11
개,스피츠,대전광역시,동구,대동 팬타뷰@ 주변,2017-03-12
개,말티즈,대전광역시,중구,부사동 부사신협 주변,2017-03-13
고양이,코리안숏헤어,대전광역시,동구,대동 1-682번지 주변,2017-03-13
개,시츄,대전광역시,중구,대평5거리 주변,2017-03-13
개,스피츠,대전광역시,중구,대사동 태창의류함 주변,2017-03-13
고양이,앙고라,대전광역시,서구,관저동 느리울@ 내,2017-03-11
개,페키니즈,대전광역시,서구,갈마동 상수도사업본부 내,2017-03-12
개,믹스,대전광역시,서구,도림6길 한진빌라 인근,2017-03-13
개,말티즈,대전광역시,서구,서대전고교 운동장,2017-03-13
고양이,코리안숏헤어,대전광역시,서구,월평주공@ 306인근,2017-03-13
고양이,코리안숏헤어,대전광역시,서구,한민시장 내,2017-03-14
고양이,코리안숏헤어,대전광역시,서구,한민시장 내,2017-03-14
개,코카스파니엘,대전광역시,서구,내동 성안건설 인근,2017-03-14
개,믹스,대전광역시,유성구,한밭대 인근,2017-03-11
고양이,스코티쉬폴드,대전광역시,유성구,덕명동 미로공원 인근,2017-03-11
개,믹스,대전광역시,유성구,관평동 디티비안@ 인근,2017-03-11
개,믹스,대전광역시,유성구,관평동 디티비안@ 인근,2017-03-11
개,믹스,대전광역시,유성구,관평동 디티비안@ 인근,2017-03-11
개,믹스,대전광역시,유성구,관평동 디티비안@ 인근,2017-03-11
개,믹스,대전광역시,유성구,관평동 디티비안@ 인근,2017-03-11
