번호,구조일자,종류,품종,시군구,발생장소
419,2020-03-04,개,믹스,유성,장대동 충남대학교 사육장 주변
420,2020-03-04,개,믹스,유성,장대동 충남대학교 사육장 주변
421,2020-03-04,개,믹스,유성,장대동 충남대학교 사육장 주변
422,2020-03-04,개,믹스,유성,장대동 충남대학교 사육장 주변
423,2020-03-04,개,믹스,유성,장대동 충남대학교 사육장 주변
424,2020-03-04,개,믹스,유성,장대동 충남대학교 사육장 주변
425,2020-03-04,개,믹스,유성,장대동 충남대학교 사육장 주변
426,2020-03-05,고양이,코리안숏헤어,유성,엑스포로 539번길 99 주변
427,2020-03-05,개,포메라이언,중구,대사동 64-15번지 주변
428,2020-03-04,고양이,코리안숏헤어,서구,갈마1동주민센터
429,2020-03-05,개,믹스,대덕,아리랑로 55번길 137 주변
430,2020-03-04,개,말티즈,동구,용전지구대 인근
431,2020-03-04,개,치와와,동구,가양2동 주민센터 인근
432,2020-03-04,개,진도,동구,가양동 성한주유소 인근
433,2020-03-05,개,진도,동구,아침마을@ 인근
434,2020-03-05,개,믹스,동구,삼성동 아침마을@ 인근
435,2020-03-05,개,비숑프리제,중구,태평동 푸른뫼@ 주변
436,2020-03-05,개,말티즈,중구,태평동 태평교네거리 주변
437,2020-03-06,고양이,코리안숏헤어,중구,모암로 7번길 114 주변
438,2020-03-06,개,믹스,유성,갑동 388-6번지 주변
439,2020-03-07,고양이,코리안숏헤어,중구,문화동 서대전공원 주변
440,2020-03-06,개,믹스,동구,신안동 화인쌀집 인근
441,2020-03-07,개,믹스,중구,산성동 산성초등학교 주변
442,2020-03-07,개,믹스,중구,산성동 산성초등학교 주변
443,2020-03-07,개,믹스,중구,산성동 산성초등학교 주변
444,2020-03-07,개,믹스,중구,산성동 산성초등학교 주변
445,2020-03-07,개,믹스,중구,산성동 산성초등학교 주변
446,2020-03-07,개,치와와,중구,사정동 오월드 주변
447,2020-03-07,개,시츄,중구,사정동 운남스탈 주변
448,2020-03-07,개,믹스,유성,대동 208-1번지 주변
449,2020-03-07,개,요크셔테리어,유성,갑동로 20 주변
450,2020-03-08,개,진도,유성,노은동 노은교회 주변
451,2020-03-08,개,믹스,동구,가오동 계심사 인근
452,2020-03-08,개,믹스,동구,가오동 계심사 인근
453,2020-03-09,개,보더콜리,대덕,상서동 270-5번지 주변
454,2020-03-09,개,푸들,유성,갑동 394-16번지 계룡주유소 주변
455,2020-03-09,개,치와와,중구,산성동 324-8번지 주변
456,2020-03-09,개,푸들,대덕,송촌동 디위드동물병원 주변
457,2020-03-09,개,믹스,대덕,상서동 267-21번지 주변
458,2020-03-09,개,리트리버,서구,도마동 429-4 인근
459,2020-03-10,개,진도,중구,문화동 센트럴2단지 관리사무소 주변
460,2020-03-09,개,푸들,대덕,법동 양지초등학교 주변
461,2020-03-11,기타,닭,서구,월평동 조헤어샾
462,2020-03-10,고양이,코리안숏헤어,중구,선화동 센트럴뷰@ 108동 주변
463,2020-03-11,개,말티즈,유성,계산동 722 오투그란데2차@ 지하주차장 주변
464,2020-03-11,개,믹스,대덕,비래동 한신@ 주변
465,2020-03-11,고양이,코리안숏헤어,서구,월평중학교
466,2020-03-11,고양이,코리안숏헤어,중구,옥계동 29-4번지 주변
467,2020-03-11,개,믹스,유성,봉산동 신구교천변 주변
468,2020-03-10,개,치와와,동구,인동 현대@ 인근
469,2020-03-11,개,믹스,동구,가오동 하늘채@ 인근
470,2020-03-11,개,치와와,중구,유천로 58번길 20 주변
471,2020-03-12,개,포메라이언,동구,산내파출소 인근
472,2020-03-12,개,믹스,동구,대성여상 인근
473,2020-03-12,개,포메라이언,동구,천동주공@ 인근
474,2020-03-12,개,포메라이언,동구,천동주공@ 인근
475,2020-03-12,고양이,코리안숏헤어,중구,계룡로771번길 77 주변
476,2020-03-13,개,믹스,동구,가양동 아침마을@ 인근
477,2020-03-13,개,세퍼드,동구,구도동 천일택배 인근
478,2020-03-13,개,믹스,유성,용계동 408-5번지 주변
479,2020-03-14,개,포메라이언,서구,가수원중학교
480,2020-03-14,개,포메라이언,동구,홍도동 행정복지센터 인근
481,2020-03-14,개,믹스,동구,판암동 개심사 인근
482,2020-03-14,개,믹스,서구,대전일보사 인근
483,2020-03-14,개,웰시코기,서구,갈마동 서은마트 인근
484,2020-03-15,개,웰시코기,동구,CU가양 사랑점 인근
485,2020-03-14,개,포메라이언,중구,중촌동 70-2번지 주변
486,2020-03-14,개,보스턴테리어,유성,신성동 자운대@ 주변
487,2020-03-15,고양이,코리안숏헤어,유성,원내동 402-5번지 주변
488,2020-03-14,개,진도,유성,원내동 진잠타운@ 주변
489,2020-03-14,고양이,코리안숏헤어,유성,대정동 드리움@ 112동 주변
490,2020-03-14,고양이,코리안숏헤어,유성,대정동 드리움@ 112동 주변
491,2020-03-14,고양이,코리안숏헤어,유성,대정동 드리움@ 112동 주변
492,2020-03-14,고양이,코리안숏헤어,유성,대정동 드리움@ 112동 주변
493,2020-03-15,개,비글,동구,가양 동아시장 인근
494,2020-03-16,개,믹스,중구,대흥동 36-25번지 주변
495,2020-03-15,개,올드잉글리쉬 쉽독,서구,복수동 계룡리슈빌 3단지 인근
496,2020-03-15,개,비글,서구,용문동 행정복지센터 인근
497,2020-03-15,개,비글 믹스,서구,용문동 행정복지센터 인근
498,2020-03-16,개,진도,대덕,상서동 181-10번지 주변
499,2020-03-16,고양이,코리안숏헤어,동구,신흥동 드림빌라 인근
500,2020-03-16,고양이,코리안숏헤어,동구,신흥동 드림빌라 인근
501,2020-03-16,개,말티즈,동구,판암2단지 인근
502,2020-03-16,개,믹스,동구,효평동 천개농장 인근
503,2020-03-16,개,믹스,동구,효평동 천개농장 인근
504,2020-03-16,개,푸들,중구,유천동 장미@ 주변
505,2020-03-16,개,푸들,중구,유천2동 주민센터 주변
506,2020-03-17,개,닥스훈트,서구,갈마2동 행정복지센터 인근
507,2020-03-17,고양이,코리안숏헤어,대덕,중리동 191-4번지 파로마가구 주변
508,2020-03-17,고양이,러시안블루,대덕,오정동 한남대 문과대 경비실 주변
509,2020-03-16,개,푸들,동구,만인산 휴게소 인근
510,2020-03-17,개,믹스,동구,삼성동 동구보건소 인근
511,2020-03-17,고양이,러시안블루,동구,천동 휴먼시아@ 1단지 인근
512,2020-03-17,개,치와와,동구,가양터널 폐고속도로 인근
513,2020-03-17,개,말티즈,동구,가양터널 폐고소도로 인근
514,2020-03-17,개,말티즈,동구,가양터널 폐고속도로 인근
515,2020-03-17,개,말티즈,동구,가양터널 폐고속도로 인근
516,2020-03-17,개,치와와,동구,가양터널 폐고속도로 인근
517,2020-03-17,개,믹스,유성,구룡동 320-1번지 주변
518,2020-03-17,개,믹스,유성,구룡동 320-1번지 주변
519,2020-03-17,고양이,코리안숏헤어,유성,추목동 자운대 성당 주변
520,2020-03-17,개,시바,서구,괴정동 한신아파트 인근
521,2020-03-17,고양이,코리안숏헤어,서구,둔산동 아모레퍼시픽 인근
522,2020-03-18,개,진도,서구,타이어뱅크 용문점 인근
523,2020-03-18,개,말티즈,중구,중촌동 23-5번지 주변
524,2020-03-18,개,믹스,중구,문화동 777 삼성푸른@ 주변
525,2020-03-18,개,믹스,유성,송정동 300-7번지 주변
526,2020-03-19,개,믹스,서구,가장동 행정복지센터 인근
527,2020-03-19,고양이,코리안숏헤어,유성,노은동 138-9번지 난마당 주변
528,2020-03-19,개,포메라이언,서구,가장동 삼창@ 인근
529,2020-03-19,고양이,코리안숏헤어,유성,탑립동 699 드림티앤에스 주변
530,2020-03-19,고양이,코리안숏헤어,유성,탑립동 699 드림티앤에스 주변
531,2020-03-19,고양이,코리안숏헤어,유성,탑립동 699 드림티앤에스 주변
532,2020-03-19,고양이,코리안숏헤어,유성,탑립동 699 드림티앤에스 주변
533,2020-03-19,개,믹스,유성,송강동 송강근린공원 주변
534,2020-03-20,개,리트리버,중구,부사동 148-2번지 주변
535,2020-03-20,개,푸들,유성,봉명동 640-5번지 봉명참치 주변
536,2020-03-20,고양이,샴,유성,궁동 488-1번지 혼다서비스센터 주변
537,2020-03-20,개,푸들,서구,관저동 양지빌라 인근
538,2020-03-20,개,말티즈,대덕,법동 삼호@ 관리사무소 주변
539,2020-03-20,개,믹스,대덕,아리랑로113번길 28-5 주변
540,2020-03-20,개,믹스,중구,옥계초 주변
541,2020-03-20,개,믹스,동구,용운동 삼정하이츠 인근
542,2020-03-21,기타,토끼,유성,지족동 열매1단지 102동 주변
543,2020-03-22,고양이,코리안숏헤어,유성,장대동 369-13 덕수빌라 주변
544,2020-03-21,개,시츄 믹스,대덕,갈전동 245-1 경로당 주변
545,2020-03-22,개,리트리버,대덕,오정동 대덕구청 주변
546,2020-03-22,개,말티즈,대덕,송촌동 선비마을5단지 501동 주변
547,2020-03-22,개,스피츠,대덕,덕암동 덕암산책로2길 주변
548,2020-03-23,고양이,코리안숏헤어,대덕,오정동 385-12 보람철물공구 주변
549,2020-03-23,고양이,코리안숏헤어,유성,신성동 두레@ 103동 주변
550,2020-03-23,고양이,코리안숏헤어,중구,부사동 신일여중 주변
551,2020-03-23,개,믹스,유성,갑동 만나식당 주변
552,2020-03-23,개,믹스,유성,갑동 만나식당 주변
553,2020-03-23,개,믹스,유성,갑동 만나식당 주변
554,2020-03-21,개,믹스,동구,대동 홈마트 인근
555,2020-03-22,개,말티즈,동구,가양동 하늘@ 인근
556,2020-03-22,개,웰시코기,동구,하소동 푸른학습원 인근
557,2020-03-22,개,말티즈,동구,동구청 인근
558,2020-03-23,개,푸들,동구,가양동 후생사 인근
559,2020-03-23,개,푸들,동구,가양동 후생사 인근
560,2020-03-24,개,말티즈,대덕,신상로 21 삼익둥지@ 관리소 주변
561,2020-03-23,개,푸들,서구,탄방동 희헤어갤러리 인근
562,2020-03-24,개,말티즈,서구,변동 평양순대 인근
563,2020-03-23,개,믹스,동구,대진 고속도로 삼거리 인근
564,2020-03-24,고양이,코리안숏헤어,중구,석교동 90-2번지 주변
565,2020-03-24,개,믹스,중구,태평동 367-28번지 주변
566,2020-03-24,개,말티즈,서구,도산로 SK충전소 인근
567,2020-03-24,개,믹스,유성,학하동 대전시립정신병원 주변
568,2020-03-24,개,믹스,유성,학하동 대전시립정신병원 주변
569,2020-03-24,개,믹스,유성,학하동 대전시립정신병원 주변
570,2020-03-24,개,믹스,유성,학하동 대전시립정신병원 주변
571,2020-03-24,개,믹스,유성,학하동 대전시립정신병원 주변
572,2020-03-24,개,믹스,유성,학하동 대전시립정신병원 주변
573,2020-03-24,개,말티즈,동구,성남동 아침마을@ 인근
574,2020-03-24,개,프렌치불독,동구,흑룡초등학교 인근
575,2020-03-24,개,믹스,서구,월평동 덕원빌라 인근
576,2020-03-24,개,푸들,서구,변동 카페오월 인근
577,2020-03-25,개,샤모에드,중구,중촌동 중촌파출소 주변
578,2020-03-25,개,믹스,대덕,상서동 183-3번지 대전공업사 주변
579,2020-03-25,고양이,코리안숏헤어,동구,용전동 세븐일레븐 인근
580,2020-03-25,개,믹스,동구,삼성동 현암시장 인근
581,2020-03-25,개,믹스,서구,복수교 인근
582,2020-03-25,개,믹스,중구,석교동 212-39번지 주변
583,2020-03-26,개,말티즈,유성,유성네거리 주변
584,2020-03-26,고양이,페르시안,서구,남선공원 인근
585,2020-03-26,개,도베르만,유성,구암동 609-8번지 주변
586,2020-03-26,개,푸들,대덕,오정동 농수산물시장 주변
587,2020-03-26,고양이,스코티쉬폴드,서구,갈마동 안산뜸어린이공원 인근
588,2020-03-26,개,치와와,중구,중촌동 주공2단지 203동 주변
589,2020-03-26,개,치와와,중구,중촌동 주공2단지 203동 주변
590,2020-03-26,기타,오리,유성,도룡동 대덕초교 주변
591,2020-03-25,개,믹스,동구,가오동 꼬망세어린이집 인근
592,2020-03-27,개,말티즈,중구,산성시장 주변
593,2020-03-28,개,믹스,서구,가장동 경호모터스 앞 도로
594,2020-03-28,개,말티즈,동구,삼성동 현암기사식당 인근
595,2020-03-28,고양이,코리안숏헤어,동구,용전동 판교빌딩 인근
596,2020-03-29,개,진도,동구,가양동 아침마을@ 인근
597,2020-03-29,개,믹스,동구,홍도동 홍도@ 인근
598,2020-03-29,개,믹스,대덕,중리동 중리사거리 주변
599,2020-03-28,고양이,아비시니안,중구,선화동 세무서 주변
600,2020-03-28,개,라이카,중구,용두동 웰빙마트 주변
601,2020-03-29,개,믹스,중구,유등천동로 500 주변
602,2020-03-29,고양이,코리안숏헤어,중구,문화2동 494-15번지 주변
603,2020-03-27,개,포메라이언,유성,전민동 1339-16번지 주변
604,2020-03-28,개,시츄,유성,관평동 15-89번지 주변
605,2020-03-28,개,진도,유성,원내동 진잠타운@ 상가 주변
606,2020-03-28,고양이,코리안숏헤어,유성,구암동 590-9번지 주변
607,2020-03-28,고양이,코리안숏헤어,유성,구암동 590-9번지 주변
608,2020-03-27,개,믹스,대덕,신탄진동 한밭@ 주변
609,2020-03-30,개,푸들,서구,둔산동 갈마공원 정자 인근
610,2020-03-30,고양이,코리안숏헤어,중구,선화동 148-5번지 주변
611,2020-03-30,고양이,코리안숏헤어,유성,지족동 열매마을4단지 경비실 주변
612,2020-03-29,개,말티즈,서구,관저체육공원 내
613,2020-03-30,고양이,코리안숏헤어,서구,괴정동 속편한내과 인근
614,2020-03-30,개,믹스,동구,삼성동 자이@ 인근
615,2020-03-30,개,믹스,동구,역전지구대 인근
616,2020-03-30,개,믹스,동구,삼성동 행정복지센터 버스정류장 인근
617,2020-03-30,개,스피츠,서구,용문동 대공교역 인근
618,2020-03-30,고양이,코리안숏헤어,유성,노은서로 112번길 56 주변
619,2020-03-31,개,포메라이언,중구,대흥동 대흥공원 주변
620,2020-03-31,개,퍼그,중구,대흥동 대흥공원 주변
621,2020-03-31,고양이,코리안숏헤어,대덕,신대동 424-7번지 갑천주유소 주변
622,2020-03-31,고양이,코리안숏헤어,대덕,신대동 424-7번지 갑천주유소 주변
623,2020-03-31,개,믹스,대덕,대화로 32번길 191 주변
624,2020-03-31,개,믹스,대덕,대화로 32번길 191 주변
625,2020-03-31,개,믹스,대덕,대화로 32번길 191 주변
626,2020-03-31,개,믹스,대덕,대화로 32번길 191 주변
627,2020-03-31,개,믹스,대덕,대화로 32번길 191 주변
628,2020-03-31,개,믹스,대덕,대화로 32번길 191 주변
629,2020-03-31,개,푸들,동구,대동 동대전성결교회 인근
630,2020-03-31,고양이,코리안숏헤어,동구,삼성동 삼성타운@ 인근
631,2020-03-30,고양이,페르시안,서구,변동 253-42 인근
632,2020-04-01,개,말티즈,중구,문화동 주공3단지 주변
633,2020-04-01,개,믹스,대덕,오정동 768-11번지 주변
634,2020-04-01,개,진도,대덕,상서동 326-59번지 주변
635,2020-04-01,개,포메라이언,대덕,석봉동 엑슬루타워@ 110동 주변
636,2020-04-01,개,믹스,유성,추목동 자운대 근무지원단 주변
637,2020-04-01,개,믹스,유성,추목동 자운대 근무지원단 주변
638,2020-04-02,개,믹스,유성,갑동 만나식당 주변
639,2020-04-02,개,믹스,대덕,와동 111 현대@ 상가 주변
640,2020-04-01,개,진도,동구,낭월동 이편한세상@ 인근
